19	280.0	56.0	0.0	0.0	0.0	0.0	80.0	500.0	48.0	210.0
41	57.0	56.0	0.0	0.0	0.0	0.0	0.0	125.0	35.0	465.0
87	57.0	93.0	0.0	0.0	100.0	0.0	0.0	38.0	37.0	315.0
114	33.0	84.0	0.0	0.0	0.0	0.0	40.0	500.0	350.0	210.0
137	66.0	93.0	0.0	100.0	0.0	0.0	40.0	370.0	310.0	210.0
138	44.0	390.0	0.0	0.0	100.0	0.0	0.0	380.0	60.0	315.0
211	285.0	84.0	0.0	100.0	0.0	0.0	20.0	380.0	37.0	165.0
222	66.0	84.0	0.0	100.0	100.0	0.0	20.0	380.0	195.0	210.0
246	44.0	84.0	0.0	0.0	0.0	0.0	20.0	640.0	240.0	135.0
251	66.0	93.0	0.0	0.0	0.0	100.0	20.0	640.0	160.0	135.0
