0	495.0	78.0	100.0	100.0	0.0	0.0	0.0	100.0	39.0	140.0
2	570.0	100.0	0.0	0.0	0.0	0.0	300.0	64.0	49.0	315.0
3	390.0	56.0	0.0	0.0	0.0	0.0	200.0	64.0	35.0	135.0
5	495.0	78.0	0.0	100.0	0.0	0.0	200.0	250.0	38.0	11.0
6	585.0	78.0	0.0	0.0	0.0	100.0	0.0	220.0	54.0	31.0
12	440.0	78.0	0.0	100.0	0.0	0.0	60.0	25.0	155.0	135.0
13	570.0	78.0	0.0	0.0	0.0	0.0	20.0	38.0	185.0	165.0
17	440.0	78.0	100.0	0.0	0.0	0.0	60.0	190.0	35.0	120.0
28	570.0	78.0	100.0	0.0	0.0	0.0	300.0	74.0	35.0	135.0
46	570.0	93.0	100.0	100.0	0.0	0.0	0.0	320.0	39.0	135.0
50	660.0	78.0	100.0	0.0	0.0	0.0	0.0	64.0	37.0	165.0
56	570.0	78.0	0.0	0.0	0.0	100.0	60.0	500.0	54.0	210.0
59	285.0	84.0	0.0	0.0	0.0	0.0	0.0	64.0	49.0	210.0
61	570.0	84.0	0.0	0.0	0.0	0.0	300.0	25.0	48.0	315.0
62	570.0	93.0	0.0	0.0	0.0	0.0	20.0	320.0	100.0	210.0
63	440.0	420.0	0.0	0.0	0.0	0.0	60.0	64.0	35.0	135.0
65	570.0	93.0	100.0	0.0	100.0	0.0	200.0	38.0	49.0	210.0
77	440.0	93.0	100.0	100.0	0.0	100.0	0.0	64.0	160.0	135.0
82	570.0	78.0	0.0	0.0	0.0	0.0	200.0	38.0	38.0	165.0
96	660.0	78.0	0.0	100.0	0.0	0.0	0.0	100.0	175.0	210.0
98	570.0	100.0	0.0	0.0	0.0	0.0	0.0	25.0	35.0	315.0
116	570.0	84.0	0.0	100.0	0.0	0.0	40.0	320.0	33.0	105.0
125	660.0	78.0	100.0	100.0	0.0	100.0	0.0	38.0	39.0	45.0
133	570.0	93.0	0.0	0.0	0.0	0.0	200.0	100.0	69.0	180.0
134	570.0	78.0	0.0	100.0	0.0	100.0	0.0	370.0	39.0	11.0
135	585.0	56.0	0.0	100.0	0.0	0.0	0.0	500.0	31.0	30.0
136	660.0	93.0	100.0	100.0	0.0	100.0	0.0	64.0	32.0	90.0
152	280.0	78.0	100.0	100.0	0.0	0.0	300.0	38.0	54.0	315.0
154	660.0	84.0	100.0	100.0	0.0	0.0	60.0	320.0	39.0	315.0
159	570.0	78.0	0.0	0.0	0.0	100.0	20.0	370.0	32.0	210.0
160	570.0	78.0	0.0	0.0	0.0	100.0	60.0	74.0	195.0	210.0
161	570.0	84.0	0.0	0.0	0.0	0.0	60.0	370.0	35.0	135.0
167	440.0	56.0	100.0	100.0	0.0	100.0	100.0	25.0	39.0	135.0
175	440.0	84.0	0.0	100.0	0.0	0.0	40.0	370.0	48.0	165.0
199	660.0	93.0	0.0	100.0	0.0	0.0	300.0	74.0	39.0	165.0
202	660.0	84.0	100.0	100.0	100.0	100.0	20.0	380.0	35.0	55.0
204	585.0	93.0	0.0	0.0	0.0	100.0	0.0	100.0	39.0	55.0
210	390.0	78.0	0.0	0.0	0.0	100.0	20.0	100.0	195.0	315.0
219	660.0	78.0	0.0	100.0	0.0	100.0	60.0	100.0	155.0	105.0
221	660.0	56.0	0.0	0.0	0.0	0.0	100.0	38.0	33.0	315.0
249	440.0	78.0	0.0	0.0	0.0	0.0	100.0	38.0	48.0	105.0
250	660.0	78.0	0.0	0.0	0.0	0.0	40.0	100.0	175.0	140.0
259	660.0	93.0	100.0	100.0	0.0	0.0	40.0	38.0	175.0	210.0
261	420.0	78.0	0.0	0.0	100.0	0.0	20.0	190.0	33.0	120.0
