1	990.0	93.0	0.0	0.0	0.0	0.0	0.0	320.0	48.0	310.0
18	1000.0	100.0	0.0	100.0	0.0	100.0	0.0	100.0	31.0	45.0
21	990.0	93.0	0.0	0.0	0.0	100.0	40.0	370.0	49.0	310.0
23	990.0	84.0	100.0	100.0	100.0	0.0	0.0	100.0	39.0	155.0
29	1000.0	100.0	0.0	0.0	100.0	100.0	200.0	74.0	38.0	165.0
36	855.0	78.0	0.0	0.0	0.0	0.0	20.0	320.0	49.0	120.0
44	855.0	78.0	100.0	0.0	0.0	0.0	0.0	320.0	37.0	210.0
45	990.0	93.0	0.0	0.0	0.0	0.0	20.0	74.0	165.0	210.0
51	990.0	78.0	100.0	0.0	0.0	0.0	0.0	100.0	39.0	210.0
55	990.0	78.0	100.0	0.0	0.0	100.0	200.0	44.0	37.0	155.0
76	855.0	93.0	100.0	100.0	0.0	0.0	0.0	190.0	59.0	44.0
78	855.0	78.0	100.0	100.0	0.0	0.0	0.0	74.0	165.0	110.0
95	855.0	93.0	0.0	100.0	0.0	0.0	0.0	74.0	49.0	205.0
109	990.0	93.0	0.0	100.0	0.0	100.0	0.0	64.0	100.0	260.0
115	990.0	78.0	100.0	100.0	100.0	0.0	0.0	380.0	31.0	70.0
143	855.0	93.0	0.0	0.0	0.0	100.0	80.0	64.0	175.0	140.0
176	1000.0	56.0	0.0	0.0	0.0	0.0	60.0	500.0	35.0	210.0
181	855.0	84.0	0.0	0.0	0.0	0.0	40.0	320.0	49.0	110.0
189	990.0	93.0	0.0	100.0	0.0	0.0	0.0	64.0	37.0	140.0
196	990.0	420.0	100.0	100.0	100.0	0.0	80.0	38.0	39.0	80.0
200	990.0	465.0	0.0	0.0	100.0	0.0	20.0	44.0	39.0	90.0
215	855.0	78.0	0.0	100.0	0.0	0.0	60.0	380.0	49.0	70.0
217	990.0	84.0	100.0	100.0	0.0	100.0	20.0	74.0	155.0	110.0
232	855.0	78.0	100.0	100.0	100.0	0.0	40.0	440.0	38.0	105.0
237	990.0	84.0	100.0	0.0	0.0	0.0	0.0	500.0	39.0	110.0
245	990.0	420.0	100.0	0.0	0.0	0.0	40.0	64.0	37.0	140.0
