33	39.0	78.0	0.0	0.0	0.0	100.0	0.0	25.0	190.0	135.0
68	285.0	78.0	100.0	100.0	100.0	100.0	60.0	74.0	555.0	110.0
120	440.0	78.0	100.0	100.0	0.0	0.0	60.0	44.0	500.0	315.0
126	440.0	93.0	0.0	100.0	0.0	0.0	60.0	100.0	480.0	45.0
182	220.0	78.0	100.0	0.0	0.0	0.0	40.0	38.0	480.0	120.0
186	220.0	84.0	100.0	100.0	0.0	100.0	20.0	74.0	465.0	110.0
192	165.0	78.0	0.0	0.0	0.0	100.0	40.0	25.0	525.0	70.0
203	285.0	93.0	0.0	0.0	0.0	0.0	80.0	64.0	490.0	180.0
207	66.0	93.0	0.0	100.0	0.0	0.0	60.0	190.0	495.0	90.0
212	140.0	78.0	0.0	0.0	0.0	0.0	40.0	38.0	310.0	45.0
230	330.0	78.0	0.0	100.0	0.0	0.0	40.0	38.0	390.0	105.0
235	285.0	93.0	100.0	0.0	0.0	0.0	40.0	100.0	350.0	315.0
240	240.0	78.0	0.0	0.0	0.0	0.0	20.0	38.0	390.0	70.0
241	330.0	93.0	100.0	100.0	100.0	100.0	60.0	38.0	465.0	140.0
