34	660.0	84.0	100.0	0.0	0.0	0.0	400.0	38.0	33.0	35.0
48	990.0	84.0	0.0	0.0	100.0	100.0	400.0	38.0	35.0	45.0
64	990.0	78.0	0.0	0.0	0.0	0.0	600.0	44.0	175.0	14.0
74	990.0	78.0	0.0	0.0	100.0	0.0	600.0	190.0	69.0	31.0
84	990.0	100.0	0.0	100.0	0.0	0.0	300.0	64.0	49.0	120.0
93	990.0	93.0	0.0	100.0	0.0	0.0	300.0	100.0	49.0	140.0
99	855.0	93.0	0.0	0.0	0.0	0.0	300.0	38.0	49.0	140.0
100	990.0	93.0	0.0	100.0	0.0	0.0	600.0	38.0	49.0	105.0
107	990.0	93.0	100.0	0.0	0.0	0.0	400.0	38.0	60.0	205.0
129	855.0	84.0	100.0	0.0	0.0	0.0	400.0	64.0	33.0	40.0
139	855.0	84.0	0.0	100.0	0.0	100.0	600.0	38.0	48.0	55.0
141	855.0	84.0	0.0	0.0	0.0	0.0	400.0	74.0	39.0	40.0
144	855.0	84.0	100.0	100.0	0.0	0.0	600.0	64.0	38.0	70.0
151	660.0	84.0	0.0	0.0	0.0	0.0	400.0	25.0	54.0	70.0
156	855.0	93.0	100.0	0.0	0.0	0.0	300.0	38.0	35.0	110.0
198	990.0	84.0	0.0	100.0	0.0	0.0	600.0	100.0	49.0	45.0
234	855.0	78.0	100.0	100.0	0.0	0.0	400.0	38.0	60.0	260.0
242	855.0	78.0	0.0	0.0	0.0	0.0	600.0	38.0	33.0	55.0
253	990.0	56.0	0.0	0.0	0.0	0.0	400.0	74.0	48.0	60.0
