24	855.0	84.0	0.0	100.0	0.0	100.0	40.0	740.0	60.0	220.0
58	990.0	78.0	100.0	100.0	0.0	0.0	60.0	1000.0	32.0	105.0
81	855.0	78.0	0.0	0.0	0.0	0.0	40.0	640.0	35.0	55.0
85	855.0	56.0	0.0	100.0	0.0	0.0	0.0	740.0	54.0	45.0
88	990.0	93.0	0.0	0.0	0.0	100.0	0.0	640.0	49.0	55.0
113	990.0	93.0	100.0	100.0	0.0	100.0	300.0	640.0	33.0	21.0
123	990.0	93.0	0.0	100.0	0.0	0.0	60.0	1000.0	35.0	55.0
128	855.0	84.0	100.0	100.0	0.0	0.0	60.0	1000.0	39.0	70.0
145	990.0	100.0	0.0	100.0	0.0	0.0	60.0	640.0	305.0	14.0
155	990.0	100.0	0.0	0.0	0.0	0.0	40.0	640.0	39.0	60.0
158	855.0	100.0	100.0	0.0	0.0	100.0	0.0	640.0	49.0	70.0
165	855.0	56.0	0.0	100.0	0.0	100.0	40.0	640.0	61.0	105.0
170	990.0	84.0	100.0	100.0	100.0	100.0	60.0	1000.0	35.0	70.0
174	855.0	78.0	0.0	100.0	0.0	0.0	20.0	1000.0	35.0	60.0
178	855.0	93.0	0.0	0.0	100.0	100.0	60.0	640.0	39.0	60.0
205	855.0	78.0	0.0	100.0	0.0	0.0	0.0	1000.0	33.0	60.0
206	855.0	78.0	100.0	100.0	100.0	0.0	40.0	1000.0	61.0	70.0
214	990.0	84.0	100.0	100.0	0.0	100.0	40.0	640.0	245.0	31.0
226	990.0	84.0	0.0	0.0	100.0	0.0	20.0	1000.0	61.0	70.0
227	855.0	84.0	0.0	100.0	0.0	0.0	60.0	1000.0	48.0	155.0
236	990.0	84.0	0.0	100.0	100.0	100.0	60.0	1000.0	54.0	205.0
262	990.0	100.0	100.0	100.0	100.0	100.0	20.0	1000.0	37.0	155.0
